source	target
TraesCS1A01G154100	HORVU1Hr1G041020.17
TraesCS1A01G154300	HORVU1Hr1G041060.3
TraesCS1A01G154600	HORVU1Hr1G041110.3
TraesCS1A01G154700	HORVU1Hr1G041150.17
TraesCS1A01G154900	HORVU1Hr1G041240.5
TraesCS1A01G155200	HORVU1Hr1G041250.5
TraesCS1A01G155300	HORVU1Hr1G041280.1
TraesCS1A01G155400	HORVU1Hr1G041430.1
TraesCS1A01G155500	HORVU1Hr1G041440.1
TraesCS1A01G155600	HORVU1Hr1G041530.1
TraesCS1A01G156000	HORVU1Hr1G041650.24
TraesCS1A01G156300	HORVU1Hr1G041710.5
TraesCS1A01G156400	HORVU1Hr1G041720.2
TraesCS1A01G156500	HORVU1Hr1G041740.29
TraesCS1A01G156600	HORVU1Hr1G041770.6
TraesCS1A01G157500	HORVU1Hr1G041790.2
TraesCS1A01G157700	HORVU1Hr1G041820.1
TraesCS1A01G157900	HORVU1Hr1G041890.1
TraesCS1A01G158200	HORVU1Hr1G041960.1
TraesCS1A01G158300	HORVU1Hr1G041970.1
TraesCS1A01G158400	HORVU1Hr1G041990.1
TraesCS1A01G158500	HORVU1Hr1G042020.1
TraesCS1A01G158600	HORVU1Hr1G042030.1
TraesCS1A01G158700	HORVU1Hr1G042050.17
TraesCS1A01G158800	HORVU1Hr1G042060.1
TraesCS1A01G158900	HORVU1Hr1G042140.4
TraesCS1A01G159000	HORVU1Hr1G042180.1
TraesCS1A01G159100	HORVU1Hr1G042220.1
TraesCS1A01G159200	HORVU1Hr1G042250.8
TraesCS1A01G159300	HORVU1Hr1G042270.1
TraesCS1A01G159400	HORVU1Hr1G042350.1
TraesCS1A01G159500	HORVU1Hr1G042370.1
TraesCS1A01G159700	HORVU1Hr1G042420.2
TraesCS1A01G160000	HORVU1Hr1G042440.2
TraesCS1A01G160100	HORVU1Hr1G042450.6
TraesCS1A01G160200	HORVU1Hr1G042490.5
TraesCS1A01G160300	HORVU1Hr1G042510.6
TraesCS1A01G160400	HORVU1Hr1G042520.2
TraesCS1A01G160500	HORVU1Hr1G042550.1
TraesCS1A01G160600	HORVU1Hr1G042560.3
TraesCS1A01G160700	HORVU1Hr1G042650.15
TraesCS1A01G160800	HORVU1Hr1G042690.2
TraesCS1A01G160900	HORVU1Hr1G042710.5
TraesCS1A01G161000	HORVU1Hr1G042770.1
TraesCS1A01G161200	HORVU1Hr1G042800.1
TraesCS1A01G161400	HORVU1Hr1G042810.1
TraesCS1A01G161900	HORVU1Hr1G042920.1
TraesCS1A01G162100	HORVU1Hr1G043090.2
TraesCS1A01G162200	HORVU1Hr1G043110.7
TraesCS1A01G162300	HORVU1Hr1G043150.7
TraesCS1A01G162400	HORVU1Hr1G043220.1
TraesCS1A01G162700	HORVU1Hr1G043430.1
TraesCS1A01G162800	HORVU1Hr1G043440.2
TraesCS1A01G163600	HORVU1Hr1G043580.1
TraesCS1A01G163900	HORVU1Hr1G043640.2
TraesCS1A01G164000	HORVU1Hr1G043660.1
TraesCS1A01G164200	HORVU1Hr1G043680.7
TraesCS1A01G164600	HORVU1Hr1G043710.2
TraesCS1A01G164700	HORVU1Hr1G043730.7
TraesCS1A01G164800	HORVU1Hr1G043820.4
TraesCS1A01G165300	HORVU1Hr1G043870.4
TraesCS1A01G165400	HORVU1Hr1G043890.2
TraesCS1A01G165700	HORVU1Hr1G043900.7
TraesCS1A01G166000	HORVU1Hr1G043930.8
TraesCS1A01G166900	HORVU1Hr1G044020.1
TraesCS1A01G167000	HORVU1Hr1G044050.1
TraesCS1A01G167100	HORVU1Hr1G044080.1
TraesCS1A01G167400	HORVU1Hr1G044120.9
TraesCS1A01G167600	HORVU1Hr1G044170.1
TraesCS1A01G167700	HORVU1Hr1G044260.1
TraesCS1A01G167800	HORVU1Hr1G044310.2
TraesCS1A01G172100	HORVU1Hr1G044350.16
TraesCS1A01G171800	HORVU1Hr1G044490.1
TraesCS1A01G171500	HORVU1Hr1G044500.17
TraesCS1A01G171300	HORVU1Hr1G044560.1
TraesCS1A01G171200	HORVU1Hr1G044570.9
TraesCS1A01G171100	HORVU1Hr1G044590.7
TraesCS1A01G171000	HORVU1Hr1G044680.1
TraesCS1A01G170900	HORVU1Hr1G044710.2
TraesCS1A01G170600	HORVU1Hr1G044740.2
TraesCS1A01G170500	HORVU1Hr1G044750.1
TraesCS1A01G170400	HORVU1Hr1G044810.5
TraesCS1A01G170300	HORVU1Hr1G044820.4
TraesCS1A01G170100	HORVU1Hr1G044890.1
TraesCS1A01G170000	HORVU1Hr1G044960.2
TraesCS1A01G169700	HORVU1Hr1G045020.9
TraesCS1A01G169600	HORVU1Hr1G045070.1
TraesCS1A01G169500	HORVU1Hr1G045080.14
TraesCS1A01G169300	HORVU1Hr1G045110.3
TraesCS1A01G169100	HORVU1Hr1G045130.1
TraesCS1A01G169000	HORVU1Hr1G045160.1
TraesCS1A01G168700	HORVU1Hr1G045170.4
TraesCS1A01G168600	HORVU1Hr1G045220.4
TraesCS1A01G168500	HORVU1Hr1G045230.3
TraesCS1A01G168400	HORVU1Hr1G045280.2
TraesCS1A01G172300	HORVU1Hr1G045310.7
TraesCS1A01G172600	HORVU1Hr1G045510.1
TraesCS1A01G172700	HORVU1Hr1G045520.1
TraesCS1A01G173100	HORVU1Hr1G045590.2
TraesCS1A01G173200	HORVU1Hr1G045610.5
TraesCS1A01G173500	HORVU1Hr1G045640.4
TraesCS1A01G173700	HORVU1Hr1G045670.33
TraesCS1A01G173800	HORVU1Hr1G045690.4
TraesCS1A01G174000	HORVU1Hr1G045720.1
TraesCS1A01G174500	HORVU1Hr1G046010.7
TraesCS1A01G174600	HORVU1Hr1G046020.1
TraesCS1A01G174900	HORVU1Hr1G046270.2
TraesCS1A01G175000	HORVU1Hr1G046320.1
TraesCS1A01G175100	HORVU1Hr1G046370.1
TraesCS1A01G175600	HORVU1Hr1G046560.2
TraesCS1A01G175700	HORVU1Hr1G046620.34
TraesCS1A01G175900	HORVU1Hr1G046670.2
TraesCS1A01G176000	HORVU1Hr1G046690.1
TraesCS1A01G176200	HORVU1Hr1G046710.1
TraesCS1A01G176300	HORVU1Hr1G046740.5
TraesCS1A01G176500	HORVU1Hr1G046870.5
TraesCS1A01G176700	HORVU1Hr1G046940.6
TraesCS1A01G176800	HORVU1Hr1G047000.1
TraesCS1A01G177000	HORVU1Hr1G047010.1
TraesCS1A01G177400	HORVU1Hr1G047060.1
TraesCS1A01G177500	HORVU1Hr1G047100.1
TraesCS1A01G177600	HORVU1Hr1G047110.10
TraesCS1A01G177700	HORVU1Hr1G047180.4
TraesCS1A01G177800	HORVU1Hr1G047220.1
TraesCS1A01G178000	HORVU1Hr1G047260.2
TraesCS1A01G178200	HORVU1Hr1G047300.13
TraesCS1A01G178400	HORVU1Hr1G047350.2
TraesCS1A01G178500	HORVU1Hr1G047400.8
TraesCS1A01G178600	HORVU1Hr1G047410.5
TraesCS1A01G179000	HORVU1Hr1G047440.5
TraesCS1A01G179400	HORVU1Hr1G047570.2
TraesCS1A01G179600	HORVU1Hr1G047610.2
TraesCS1A01G179700	HORVU1Hr1G047640.18
TraesCS1A01G180200	HORVU1Hr1G047690.1
TraesCS1A01G180500	HORVU1Hr1G047730.9
TraesCS1A01G180700	HORVU1Hr1G047740.1
TraesCS1A01G180800	HORVU1Hr1G047820.1
TraesCS1A01G181100	HORVU1Hr1G047930.1
TraesCS1A01G181400	HORVU1Hr1G047980.1
TraesCS1A01G181500	HORVU1Hr1G047990.3
TraesCS1A01G181600	HORVU1Hr1G048000.6
TraesCS1A01G182000	HORVU1Hr1G048250.1
TraesCS1A01G182100	HORVU1Hr1G048280.2
TraesCS1A01G182200	HORVU1Hr1G048290.1
TraesCS1A01G182300	HORVU1Hr1G048340.2
TraesCS1A01G182400	HORVU1Hr1G048360.1
TraesCS1A01G182600	HORVU1Hr1G048380.1
TraesCS1A01G182700	HORVU1Hr1G048390.1
TraesCS1A01G182800	HORVU1Hr1G048410.4
TraesCS1A01G183000	HORVU1Hr1G048430.3
TraesCS1A01G183100	HORVU1Hr1G048450.4
TraesCS1A01G189500	HORVU1Hr1G048470.1
TraesCS1A01G189200	HORVU1Hr1G048530.2
TraesCS1A01G189100	HORVU1Hr1G048560.1
TraesCS1A01G189000	HORVU1Hr1G048580.3
TraesCS1A01G188900	HORVU1Hr1G048610.3
TraesCS1A01G188800	HORVU1Hr1G048620.1
TraesCS1A01G188700	HORVU1Hr1G048690.1
TraesCS1A01G188600	HORVU1Hr1G048720.16
TraesCS1A01G188500	HORVU1Hr1G048760.3
TraesCS1A01G188200	HORVU1Hr1G048840.6
TraesCS1A01G188000	HORVU1Hr1G048860.1
TraesCS1A01G187900	HORVU1Hr1G048870.1
TraesCS1A01G187800	HORVU1Hr1G048900.2
TraesCS1A01G187700	HORVU1Hr1G048910.1
TraesCS1A01G187500	HORVU1Hr1G048960.1
TraesCS1A01G187400	HORVU1Hr1G048970.4
TraesCS1A01G187300	HORVU1Hr1G049000.1
TraesCS1A01G187100	HORVU1Hr1G049060.2
TraesCS1A01G187000	HORVU1Hr1G049070.1
TraesCS1A01G186700	HORVU1Hr1G049100.2
TraesCS1A01G186500	HORVU1Hr1G049160.2
TraesCS1A01G186200	HORVU1Hr1G049190.1
TraesCS1A01G186100	HORVU1Hr1G049250.1
TraesCS1A01G186000	HORVU1Hr1G049310.1
TraesCS1A01G185900	HORVU1Hr1G049320.22
TraesCS1A01G185700	HORVU1Hr1G049420.5
TraesCS1A01G185400	HORVU1Hr1G049440.1
TraesCS1A01G185300	HORVU1Hr1G049460.1
TraesCS1A01G185100	HORVU1Hr1G049470.21
TraesCS1A01G184900	HORVU1Hr1G049490.2
TraesCS1A01G184500	HORVU1Hr1G049500.1
TraesCS1A01G184300	HORVU1Hr1G049510.1
TraesCS1A01G184100	HORVU1Hr1G049590.11
TraesCS1A01G184000	HORVU1Hr1G049650.1
TraesCS1A01G183800	HORVU1Hr1G049690.1
TraesCS1A01G183500	HORVU1Hr1G049710.2
TraesCS1A01G183400	HORVU1Hr1G049760.1
TraesCS1A01G183300	HORVU1Hr1G049800.2
TraesCS1A01G190000	HORVU1Hr1G049810.23
TraesCS1A01G189900	HORVU1Hr1G049820.14
TraesCS1A01G190100	HORVU1Hr1G049840.9
TraesCS1A01G190200	HORVU1Hr1G049860.6
TraesCS1A01G190500	HORVU1Hr1G049900.1
TraesCS1A01G190300	HORVU1Hr1G049910.1
TraesCS1A01G190400	HORVU1Hr1G049920.1
TraesCS1A01G190800	HORVU1Hr1G049960.7
TraesCS1A01G190900	HORVU1Hr1G049980.3
TraesCS1A01G191400	HORVU1Hr1G050040.4
TraesCS1A01G191600	HORVU1Hr1G050050.10
TraesCS1A01G191700	HORVU1Hr1G050110.1
TraesCS1A01G191800	HORVU1Hr1G050130.7
TraesCS1A01G192200	HORVU1Hr1G050190.2
TraesCS1A01G192400	HORVU1Hr1G050290.1
TraesCS1A01G192300	HORVU1Hr1G050300.1
TraesCS1A01G192500	HORVU1Hr1G050380.15
TraesCS1A01G192700	HORVU1Hr1G050450.2
TraesCS1A01G192800	HORVU1Hr1G050480.1
TraesCS1A01G193000	HORVU1Hr1G050520.1
TraesCS1A01G192900	HORVU1Hr1G050530.3
TraesCS1A01G193200	HORVU1Hr1G050560.1
TraesCS1A01G193300	HORVU1Hr1G050580.7
TraesCS1A01G193400	HORVU1Hr1G050620.18
TraesCS1A01G193500	HORVU1Hr1G050640.1
TraesCS1A01G193600	HORVU1Hr1G050650.38
TraesCS1A01G193700	HORVU1Hr1G050720.2
TraesCS1A01G193800	HORVU1Hr1G050730.10
TraesCS1A01G194000	HORVU1Hr1G050740.2
TraesCS1A01G193900	HORVU1Hr1G050750.1
TraesCS1A01G194100	HORVU1Hr1G050760.1
TraesCS1A01G194200	HORVU1Hr1G050780.1
TraesCS1A01G194400	HORVU1Hr1G050810.1
TraesCS1A01G194700	HORVU1Hr1G050840.5
TraesCS1A01G194500	HORVU1Hr1G050850.5
TraesCS1A01G195100	HORVU1Hr1G050880.1
TraesCS1A01G195200	HORVU1Hr1G050900.7
TraesCS1A01G195300	HORVU1Hr1G050920.8
TraesCS1A01G195400	HORVU1Hr1G050960.3
TraesCS1A01G195500	HORVU1Hr1G050970.1
TraesCS1A01G195900	HORVU1Hr1G051020.2
TraesCS1A01G196000	HORVU1Hr1G051050.1
TraesCS1A01G196100	HORVU1Hr1G051060.1
TraesCS1A01G196200	HORVU1Hr1G051070.2
TraesCS1A01G196300	HORVU1Hr1G051080.2
TraesCS1A01G196500	HORVU1Hr1G051150.1
TraesCS1A01G196400	HORVU1Hr1G051180.1
TraesCS1A01G196700	HORVU1Hr1G051190.2
TraesCS1A01G196800	HORVU1Hr1G051200.12
TraesCS1A01G197000	HORVU1Hr1G051210.14
TraesCS1A01G197300	HORVU1Hr1G051280.1
TraesCS1A01G197100	HORVU1Hr1G051300.10
TraesCS1A01G197600	HORVU1Hr1G051310.1
TraesCS1A01G197800	HORVU1Hr1G051350.2
TraesCS1A01G197900	HORVU1Hr1G051360.1
TraesCS1A01G198000	HORVU1Hr1G051370.2
TraesCS1A01G198200	HORVU1Hr1G051410.1
TraesCS1A01G198500	HORVU1Hr1G051440.2
TraesCS1A01G198300	HORVU1Hr1G051450.1
TraesCS1A01G198700	HORVU1Hr1G051460.14
TraesCS1A01G198600	HORVU1Hr1G051470.3
TraesCS1A01G198800	HORVU1Hr1G051500.1
TraesCS1A01G198900	HORVU1Hr1G051510.2
TraesCS1A01G199000	HORVU1Hr1G051570.3
TraesCS1A01G199200	HORVU1Hr1G051580.1
TraesCS1A01G199300	HORVU1Hr1G051590.2
TraesCS1A01G199500	HORVU1Hr1G051610.3
TraesCS1A01G199600	HORVU1Hr1G051660.8
TraesCS1A01G200000	HORVU1Hr1G051700.6
TraesCS1A01G200100	HORVU1Hr1G051740.3
TraesCS1A01G200500	HORVU1Hr1G051780.2
TraesCS1A01G200600	HORVU1Hr1G051800.1
TraesCS1A01G200800	HORVU1Hr1G051840.3
TraesCS1A01G201000	HORVU1Hr1G051950.2
TraesCS1A01G200900	HORVU1Hr1G051970.2
TraesCS1A01G201100	HORVU1Hr1G051980.2
TraesCS1A01G201200	HORVU1Hr1G052000.1
TraesCS1A01G201400	HORVU1Hr1G052010.1
TraesCS1A01G201600	HORVU1Hr1G052040.1
TraesCS1A01G201800	HORVU1Hr1G052060.4
TraesCS1A01G202000	HORVU1Hr1G052110.8
TraesCS1A01G202100	HORVU1Hr1G052130.2
TraesCS1A01G202500	HORVU1Hr1G052170.3
TraesCS1A01G202900	HORVU1Hr1G052180.1
TraesCS1A01G202200	HORVU1Hr1G052230.2
TraesCS1A01G203000	HORVU1Hr1G052260.3
TraesCS1A01G203200	HORVU1Hr1G052290.1
TraesCS1A01G203100	HORVU1Hr1G052310.48
TraesCS1A01G203400	HORVU1Hr1G052350.1
TraesCS1A01G203300	HORVU1Hr1G052400.2
TraesCS1A01G203600	HORVU1Hr1G052430.6
TraesCS1A01G203800	HORVU1Hr1G052450.8
TraesCS1A01G203900	HORVU1Hr1G052470.2
TraesCS1A01G204300	HORVU1Hr1G052530.24
TraesCS1A01G204200	HORVU1Hr1G052560.2
TraesCS1A01G204400	HORVU1Hr1G052570.1
TraesCS1A01G204700	HORVU1Hr1G052620.1
TraesCS1A01G205000	HORVU1Hr1G052660.1
TraesCS1A01G205100	HORVU1Hr1G052700.4
TraesCS1A01G205200	HORVU1Hr1G052730.26
TraesCS1A01G205400	HORVU1Hr1G052760.1
TraesCS1A01G205300	HORVU1Hr1G052770.4
TraesCS1A01G205600	HORVU1Hr1G052780.11
TraesCS1A01G206000	HORVU1Hr1G052880.1
TraesCS1A01G205700	HORVU1Hr1G052890.4
TraesCS1A01G205800	HORVU1Hr1G052910.13
TraesCS1A01G206200	HORVU1Hr1G052930.1
TraesCS1A01G206500	HORVU1Hr1G052950.1
TraesCS1A01G206400	HORVU1Hr1G052960.2
TraesCS1A01G206600	HORVU1Hr1G053000.6
TraesCS1A01G206700	HORVU1Hr1G053020.4
TraesCS1A01G206800	HORVU1Hr1G053050.1
TraesCS1A01G206900	HORVU1Hr1G053080.8
TraesCS1A01G207000	HORVU1Hr1G053130.1
TraesCS1A01G207200	HORVU1Hr1G053150.1
TraesCS1A01G207700	HORVU1Hr1G053190.25
TraesCS1A01G207800	HORVU1Hr1G053230.7
TraesCS1A01G208000	HORVU1Hr1G053280.2
TraesCS1A01G208400	HORVU1Hr1G053310.2
TraesCS1A01G208700	HORVU1Hr1G053350.5
TraesCS1A01G208800	HORVU1Hr1G053390.1
TraesCS1A01G209100	HORVU1Hr1G053440.2
TraesCS5A01G535000	HORVU1Hr1G053510.1
TraesCS1A01G209600	HORVU1Hr1G053600.4
TraesCS1A01G209800	HORVU1Hr1G053650.2
TraesCS1A01G210000	HORVU1Hr1G053740.1
TraesCS1A01G210400	HORVU1Hr1G053770.14
TraesCS1A01G210200	HORVU1Hr1G053840.2
TraesCS1A01G210500	HORVU1Hr1G053890.1
TraesCS5A01G536500	HORVU1Hr1G053900.4
TraesCS1A01G210800	HORVU1Hr1G053930.1
TraesCS1A01G211200	HORVU1Hr1G054040.1
TraesCS1A01G211300	HORVU1Hr1G054060.6
TraesCS1A01G211500	HORVU1Hr1G054100.7
TraesCS1A01G211600	HORVU1Hr1G054110.3
TraesCS1A01G211800	HORVU1Hr1G054170.2
TraesCS1A01G211900	HORVU1Hr1G054180.4
TraesCS1A01G212200	HORVU1Hr1G054210.1
TraesCS1A01G212700	HORVU1Hr1G054260.3
TraesCS1A01G213000	HORVU1Hr1G054380.3
TraesCS1A01G212900	HORVU1Hr1G054390.4
TraesCS1A01G213500	HORVU1Hr1G054450.2
TraesCS1A01G213400	HORVU1Hr1G054470.4
TraesCS1A01G213700	HORVU1Hr1G054520.3
TraesCS1A01G213800	HORVU1Hr1G054530.14
TraesCS1A01G213900	HORVU1Hr1G054560.1
TraesCS1A01G214000	HORVU1Hr1G054570.1
TraesCS1A01G214100	HORVU1Hr1G054580.5
TraesCS1A01G214400	HORVU1Hr1G054590.4
TraesCS1A01G214300	HORVU1Hr1G054610.22
TraesCS1A01G214600	HORVU1Hr1G054630.2
TraesCS1A01G214500	HORVU1Hr1G054640.1
TraesCS1A01G215100	HORVU1Hr1G054770.1
TraesCS1A01G215300	HORVU1Hr1G054930.3
TraesCS1A01G215400	HORVU1Hr1G055000.10
TraesCS1A01G215500	HORVU1Hr1G055140.1
TraesCS1A01G215600	HORVU1Hr1G055210.1
TraesCS1A01G215700	HORVU1Hr1G055250.1
TraesCS1A01G215800	HORVU1Hr1G055300.1
TraesCS1A01G216200	HORVU1Hr1G055400.6
TraesCS1A01G216300	HORVU1Hr1G055420.1
TraesCS1A01G217000	HORVU1Hr1G055470.2
TraesCS1A01G216800	HORVU1Hr1G055490.2
TraesCS1A01G217400	HORVU1Hr1G055500.1
TraesCS1A01G217300	HORVU1Hr1G055520.3
TraesCS1A01G217500	HORVU1Hr1G055530.2
TraesCS1A01G217600	HORVU1Hr1G055560.4
TraesCS1A01G217800	HORVU1Hr1G055570.4
TraesCS1A01G217900	HORVU1Hr1G055580.22
TraesCS1A01G218000	HORVU1Hr1G055600.3
TraesCS1A01G218100	HORVU1Hr1G055710.1
TraesCS1A01G218200	HORVU1Hr1G055740.2
TraesCS1A01G218500	HORVU1Hr1G055800.3
TraesCS1A01G218400	HORVU1Hr1G055810.4
TraesCS1A01G218600	HORVU1Hr1G055840.1
TraesCS1A01G218700	HORVU1Hr1G055860.2
TraesCS1A01G218900	HORVU1Hr1G055890.3
TraesCS1A01G218800	HORVU1Hr1G055900.1
TraesCS1A01G219000	HORVU1Hr1G055920.1
TraesCS1A01G219200	HORVU1Hr1G055930.1
TraesCS1A01G219500	HORVU1Hr1G056010.1
TraesCS1A01G219400	HORVU1Hr1G056020.1
TraesCS1A01G219800	HORVU1Hr1G056070.4
TraesCS1A01G220000	HORVU1Hr1G056090.1
TraesCS1A01G220100	HORVU1Hr1G056100.2
TraesCS1A01G220200	HORVU1Hr1G056110.1
TraesCS1A01G220300	HORVU1Hr1G056120.2
TraesCS1A01G220400	HORVU1Hr1G056130.1
TraesCS1A01G220700	HORVU1Hr1G056150.4
TraesCS1A01G220800	HORVU1Hr1G056160.1
TraesCS1A01G220900	HORVU1Hr1G056170.1
TraesCS1A01G221000	HORVU1Hr1G056180.2
TraesCS1A01G221200	HORVU1Hr1G056210.3
TraesCS1A01G221100	HORVU1Hr1G056220.9
TraesCS1A01G221500	HORVU1Hr1G056260.2
TraesCS1A01G221400	HORVU1Hr1G056270.1
TraesCS1A01G221600	HORVU1Hr1G056280.2
TraesCS1A01G243400	HORVU1Hr1G056370.1
TraesCS1A01G243300	HORVU1Hr1G056380.1
TraesCS1A01G243200	HORVU1Hr1G056430.1
TraesCS1A01G243000	HORVU1Hr1G056470.1
TraesCS1A01G242900	HORVU1Hr1G056490.1
TraesCS1A01G242800	HORVU1Hr1G056500.15
TraesCS1A01G242500	HORVU1Hr1G056560.6
TraesCS1A01G242400	HORVU1Hr1G056570.2
TraesCS1A01G242100	HORVU1Hr1G056600.3
TraesCS1A01G241900	HORVU1Hr1G056610.1
TraesCS1A01G241800	HORVU1Hr1G056650.1
TraesCS1A01G241600	HORVU1Hr1G056670.8
TraesCS1A01G241500	HORVU1Hr1G056710.1
TraesCS1A01G241400	HORVU1Hr1G056760.3
TraesCS1A01G241300	HORVU1Hr1G056770.10
TraesCS1A01G241100	HORVU1Hr1G056820.1
TraesCS1A01G240600	HORVU1Hr1G056870.1
TraesCS1A01G240500	HORVU1Hr1G056890.2
TraesCS1A01G240300	HORVU1Hr1G056920.1
TraesCS1A01G240200	HORVU1Hr1G057110.4
TraesCS1A01G240000	HORVU1Hr1G057140.5
TraesCS1A01G239600	HORVU1Hr1G057170.11
TraesCS1A01G239400	HORVU1Hr1G057220.1
TraesCS1A01G239200	HORVU1Hr1G057260.2
TraesCS1A01G238900	HORVU1Hr1G057330.21
TraesCS1A01G238800	HORVU1Hr1G057410.1
TraesCS1A01G233400	HORVU1Hr1G057510.1
TraesCS1A01G233500	HORVU1Hr1G057520.1
TraesCS1A01G233700	HORVU1Hr1G057570.4
TraesCS1A01G234100	HORVU1Hr1G057600.5
TraesCS1A01G234400	HORVU1Hr1G057640.8
TraesCS1A01G234300	HORVU1Hr1G057650.1
TraesCS1A01G234600	HORVU1Hr1G057680.1
TraesCS1A01G234700	HORVU1Hr1G057760.1
TraesCS1A01G234800	HORVU1Hr1G057860.6
TraesCS1A01G235000	HORVU1Hr1G057880.3
TraesCS1A01G235300	HORVU1Hr1G057900.1
TraesCS1A01G235200	HORVU1Hr1G057910.4
TraesCS1A01G235100	HORVU1Hr1G057940.10
TraesCS1A01G235600	HORVU1Hr1G057950.1
TraesCS1A01G236100	HORVU1Hr1G058000.10
TraesCS1A01G236000	HORVU1Hr1G058020.2
TraesCS1A01G235900	HORVU1Hr1G058040.4
TraesCS1A01G236200	HORVU1Hr1G058070.3
TraesCS1A01G236500	HORVU1Hr1G058090.6
TraesCS1A01G236600	HORVU1Hr1G058100.9
TraesCS1A01G236700	HORVU1Hr1G058140.1
TraesCS1A01G236900	HORVU1Hr1G058150.5
TraesCS1A01G237000	HORVU1Hr1G058170.1
TraesCS1A01G237100	HORVU1Hr1G058180.1
TraesCS1A01G235700	HORVU1Hr1G058190.4
TraesCS1A01G237900	HORVU1Hr1G058290.1
TraesCS1A01G238100	HORVU1Hr1G058300.1
TraesCS1A01G232900	HORVU1Hr1G058340.1
TraesCS1A01G232800	HORVU1Hr1G058350.3
TraesCS1A01G232600	HORVU1Hr1G058370.1
TraesCS1A01G232500	HORVU1Hr1G058390.1
TraesCS1A01G232200	HORVU1Hr1G058400.1
TraesCS1A01G232000	HORVU1Hr1G058420.4
TraesCS1A01G228700	HORVU1Hr1G058440.4
TraesCS1A01G228900	HORVU1Hr1G058480.3
TraesCS1A01G229400	HORVU1Hr1G058540.5
TraesCS1A01G229700	HORVU1Hr1G058580.1
TraesCS1A01G229800	HORVU1Hr1G058630.1
TraesCS1A01G230000	HORVU1Hr1G058700.1
TraesCS1A01G230300	HORVU1Hr1G058750.7
TraesCS1A01G230100	HORVU1Hr1G058770.1
TraesCS1A01G230500	HORVU1Hr1G058820.2
TraesCS1A01G230800	HORVU1Hr1G058850.2
TraesCS1A01G230900	HORVU1Hr1G058870.1
TraesCS1A01G231100	HORVU1Hr1G058880.2
TraesCS1A01G231200	HORVU1Hr1G058940.3
TraesCS1A01G231500	HORVU1Hr1G059010.1
TraesCS1A01G228400	HORVU1Hr1G059030.1
TraesCS1A01G228300	HORVU1Hr1G059050.19
TraesCS1A01G228000	HORVU1Hr1G059090.3
TraesCS1A01G227900	HORVU1Hr1G059170.2
TraesCS1A01G227700	HORVU1Hr1G059180.9
TraesCS1A01G227500	HORVU1Hr1G059210.1
TraesCS1A01G227300	HORVU1Hr1G059300.2
TraesCS1A01G227200	HORVU1Hr1G059310.3
TraesCS1A01G227000	HORVU1Hr1G059350.1
TraesCS1A01G226900	HORVU1Hr1G059360.1
TraesCS1A01G226700	HORVU1Hr1G059380.2
TraesCS1A01G226500	HORVU1Hr1G059450.3
TraesCS1A01G226300	HORVU1Hr1G059510.1
TraesCS1A01G226000	HORVU1Hr1G059560.2
TraesCS1A01G225700	HORVU1Hr1G059610.2
TraesCS1A01G225600	HORVU1Hr1G059630.1
TraesCS1A01G225300	HORVU1Hr1G059750.12
TraesCS1A01G225100	HORVU1Hr1G059770.1
TraesCS1A01G225000	HORVU1Hr1G059810.2
TraesCS1A01G224800	HORVU1Hr1G059860.2
TraesCS1A01G224700	HORVU1Hr1G059890.2
TraesCS1A01G224000	HORVU1Hr1G059960.2
TraesCS1A01G223900	HORVU1Hr1G059990.4
TraesCS1A01G223700	HORVU1Hr1G060010.4
TraesCS1A01G223600	HORVU1Hr1G060030.1
TraesCS1A01G223500	HORVU1Hr1G060040.1
TraesCS1A01G223400	HORVU1Hr1G060060.1
TraesCS1A01G223300	HORVU1Hr1G060090.2
TraesCS1A01G223100	HORVU1Hr1G060140.6
TraesCS1A01G223000	HORVU1Hr1G060150.1
TraesCS1A01G222900	HORVU1Hr1G060170.1
TraesCS1A01G222800	HORVU1Hr1G060180.2
TraesCS1A01G222700	HORVU1Hr1G060190.3
TraesCS1A01G222600	HORVU1Hr1G060210.1
TraesCS1A01G222500	HORVU1Hr1G060250.1
TraesCS1A01G222300	HORVU1Hr1G060290.2
TraesCS1A01G222200	HORVU1Hr1G060330.1
TraesCS1A01G222100	HORVU1Hr1G060340.2
TraesCS1A01G221800	HORVU1Hr1G060480.1
TraesCS1A01G256100	HORVU1Hr1G060530.4
TraesCS1A01G256000	HORVU1Hr1G060580.2
TraesCS1A01G255800	HORVU1Hr1G060610.5
TraesCS1A01G255600	HORVU1Hr1G060620.1
TraesCS1A01G255400	HORVU1Hr1G060740.2
TraesCS1A01G255300	HORVU1Hr1G060750.1
TraesCS1A01G255200	HORVU1Hr1G060790.2
TraesCS1A01G255100	HORVU1Hr1G060810.1
TraesCS1A01G255000	HORVU1Hr1G060850.2
TraesCS1A01G254800	HORVU1Hr1G060920.2
TraesCS1A01G254200	HORVU1Hr1G061010.1
TraesCS1A01G253700	HORVU1Hr1G061080.1
TraesCS1A01G253800	HORVU1Hr1G061090.12
TraesCS1A01G253500	HORVU1Hr1G061120.2
TraesCS1A01G253600	HORVU1Hr1G061140.3
TraesCS1A01G253200	HORVU1Hr1G061160.6
TraesCS1A01G253000	HORVU1Hr1G061190.1
TraesCS1A01G252500	HORVU1Hr1G061200.2
TraesCS1A01G252300	HORVU1Hr1G061210.7
TraesCS1A01G252700	HORVU1Hr1G061230.3
